Dönem;Pazar;Dil;İş Amacı;Ana Grup;Reklam Hesabı;Para Birimi;Kampanya;Kampanya ID;Kampanya Durumu;Reklam Seti;Set ID;Set Durumu;Optimizasyon;Kampanya Günlük Bütçe;Kampanya Ömür Boyu;Set Günlük Bütçe;Set Ömür Boyu;Gerçekleşen Harcama;Gösterim;Erişim;Tıklama;Form Lead;WhatsApp Lead;Toplam Lead;Ham Mesaj Sonucu;Video İzlenme
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ersin Özgören;​120255421156330399;ACTIVE;REACH;0;0;100;0;456.62;55282;52083;100;0;0;0;0;3608
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Gökhan Aktürk;​120255507067120399;ACTIVE;REACH;0;0;100;0;1325.79;143420;134151;47;0;0;0;0;4970
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Gökhan Aktürk;​120255507067120399;ACTIVE;REACH;0;0;100;0;462.16;54388;52054;16;0;0;0;0;1996
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Handan İlkdoğan;​120255420947760399;ACTIVE;REACH;0;0;100;0;1500.7;164471;152818;68;0;0;0;0;6637
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Handan İlkdoğan;​120255420947760399;ACTIVE;REACH;0;0;100;0;467.08;55092;52715;13;0;0;0;0;1933
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - İbrahim Özdemir;​120255506272360399;ACTIVE;REACH;0;0;100;0;1274.06;142886;123120;227;0;0;0;0;8847
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - İbrahim Özdemir;​120255506272360399;ACTIVE;REACH;0;0;100;0;448.08;54957;50758;100;0;0;0;0;3691
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - İlknur Saide Kıngır;​120255506768920399;ACTIVE;REACH;0;0;100;0;1290.96;141122;138399;101;0;0;0;1;9629
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - İlknur Saide Kıngır;​120255506768920399;ACTIVE;REACH;0;0;100;0;470.9;55856;55024;23;0;0;0;0;3717
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - İrem Deniz Karakaya;​120255507103940399;ACTIVE;REACH;0;0;100;0;1300.61;141751;132317;66;0;0;0;0;7033
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - İrem Deniz Karakaya;​120255507103940399;ACTIVE;REACH;0;0;100;0;457.63;54662;53877;29;0;0;0;0;3196
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Mehmet Şerif Özkan;​120255507121880399;ACTIVE;REACH;0;0;100;0;1266.85;139676;134926;30;0;0;0;0;7843
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Mehmet Şerif Özkan;​120255507121880399;ACTIVE;REACH;0;0;100;0;451.83;54544;54544;13;0;0;0;0;4063
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Mehmet Şimşek;​120255421074860399;ACTIVE;REACH;0;0;100;0;1491.53;164741;153103;77;0;0;0;0;10773
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Mehmet Şimşek;​120255421074860399;ACTIVE;REACH;0;0;100;0;461.1;54427;51724;20;0;0;0;0;3424
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Muhammet İkbal Güngör;​120255746618960399;ACTIVE;REACH;0;0;100;0;559.21;55408;50147;20;0;0;0;0;2278
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Muhammet İkbal Güngör;​120255746618960399;ACTIVE;REACH;0;0;100;0;463.12;50885;48336;20;0;0;0;0;1828
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Mutlu Kılciler;​120255506783390399;ACTIVE;REACH;0;0;100;0;1287.68;141233;132757;65;0;0;0;0;8795
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Mutlu Kılciler;​120255506783390399;ACTIVE;REACH;0;0;100;0;447.87;53360;52316;22;0;0;0;0;3534
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Nuran Celiloğlu;​120255506920550399;ACTIVE;REACH;0;0;100;0;1252.54;141927;122057;282;0;0;0;1;12541
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Nuran Celiloğlu;​120255506920550399;ACTIVE;REACH;0;0;100;0;442.41;54805;53118;89;0;0;0;0;5533
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Nurlana İbrahimova;​120255506254670399;ACTIVE;REACH;0;0;100;0;1284.44;140144;132138;57;0;0;0;0;8604
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Nurlana İbrahimova;​120255506254670399;ACTIVE;REACH;0;0;100;0;461.7;54537;54537;15;0;0;0;0;3729
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ömer Aydın;​120255746600700399;ACTIVE;REACH;0;0;100;0;568.05;56408;50682;29;0;0;0;0;2549
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ömer Aydın;​120255746600700399;ACTIVE;REACH;0;0;100;0;461.78;50928;48859;26;0;0;0;0;2465
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ömer Duyuran;​120255420974610399;ACTIVE;REACH;0;0;100;0;1536.47;167883;156023;60;0;0;0;0;6721
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ömer Duyuran;​120255420974610399;ACTIVE;REACH;0;0;100;0;458.52;54008;51661;19;0;0;0;0;2544
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Özge Gürbüz;​120255506866590399;ACTIVE;REACH;0;0;100;0;1280.1;139894;133066;72;0;0;0;0;6872
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Özge Gürbüz;​120255506866590399;ACTIVE;REACH;0;0;100;0;456.59;54491;51537;24;0;0;0;0;2781
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Özgür Ulaş Özdoğan;​120255506982060399;ACTIVE;REACH;0;0;100;0;1288.38;141351;132875;54;0;0;0;0;6754
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Özgür Ulaş Özdoğan;​120255506982060399;ACTIVE;REACH;0;0;100;0;447.59;53403;51648;46;0;0;0;0;2981
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Tunç Polat Edizsoy;​120255507135650399;ACTIVE;REACH;0;0;100;0;1295.82;141427;136056;69;0;0;0;0;7051
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Tunç Polat Edizsoy;​120255507135650399;ACTIVE;REACH;0;0;100;0;457.68;54036;52496;28;0;0;0;0;2637
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ünal Uluca;​120255421046410399;ACTIVE;REACH;0;0;100;0;1504.34;165981;160522;55;0;0;0;0;6986
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Ünal Uluca;​120255421046410399;ACTIVE;REACH;0;0;100;0;484.27;57377;56370;14;0;0;0;0;2458
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Yusuf Karabulut;​120255746465770399;ACTIVE;REACH;0;0;100;0;556.37;55612;49062;38;0;0;0;0;2058
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Yusuf Karabulut;​120255746465770399;ACTIVE;REACH;0;0;100;0;466.06;51628;46783;35;0;0;0;0;1755
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Zeynep Sayar;​120255507076930399;ACTIVE;REACH;0;0;100;0;1265.95;138457;130304;45;0;0;0;0;6793
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Yıldırım;​120255158812950399;ACTIVE;yıldırım - Zeynep Sayar;​120255507076930399;ACTIVE;REACH;0;0;100;0;458.29;53897;52165;20;0;0;0;0;2890
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Marka / Kurumsal;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;ÖSS-TSS - marka bilinirliği;​120246924981440399;ACTIVE;ÖSS-TSS - genel kitle - bilinirlik - Kopya;​120247116824090399;ACTIVE;REACH;0;0;1000;0;22697.97;2468958;959075;2453;0;0;0;5;117441
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Marka / Kurumsal;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;ÖSS-TSS - marka bilinirliği;​120246924981440399;ACTIVE;ÖSS-TSS - genel kitle - bilinirlik - Kopya;​120247116824090399;ACTIVE;REACH;0;0;1000;0;4955.29;505339;408731;511;0;0;0;0;24699
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Marka / Kurumsal;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;ÖSS-TSS - marka bilinirliği;​120246924981440399;ACTIVE;ÖSS-TSS - özel kitle - bilinirlik - tss hedef kitle - Kopya;​120247116843900399;ACTIVE;REACH;0;0;1000;0;20527.75;857380;81514;949;0;0;0;7;40978
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Marka / Kurumsal;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;ÖSS-TSS - marka bilinirliği;​120246924981440399;ACTIVE;ÖSS-TSS - özel kitle - bilinirlik - tss hedef kitle - Kopya;​120247116843900399;ACTIVE;REACH;0;0;1000;0;4735.19;149355;65770;159;0;0;0;1;7756
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Medikal Estetik / Plastik Cerrahi;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;"Gönderi: ""👃 Rinoplasti Ameliyatı Nedir? Yumuşak Doku Neden...""";​120255739080510399;ACTIVE;"Gönderi: ""👃 Rinoplasti Ameliyatı Nedir? Yumuşak Doku Neden...""";​120255739081510399;ACTIVE;PROFILE_AND_PAGE_ENGAGEMENT;1000;0;0;0;5763.11;84104;49005;4008;0;0;0;3;24367
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Medikal Estetik / Plastik Cerrahi;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;"Gönderi: ""👃 Rinoplasti Ameliyatı Nedir? Yumuşak Doku Neden...""";​120255739080510399;ACTIVE;"Gönderi: ""👃 Rinoplasti Ameliyatı Nedir? Yumuşak Doku Neden...""";​120255739081510399;ACTIVE;PROFILE_AND_PAGE_ENGAGEMENT;1000;0;0;0;4871.13;83041;60995;2766;0;0;0;2;23505
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Medikal Estetik / Plastik Cerrahi;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Instagram gönderisi: 👃 Rinoplasti Ameliyatı...;​120255739163090399;ACTIVE;Instagram gönderisi: 👃 Rinoplasti Ameliyatı...;​120255739163830399;ACTIVE;VISIT_INSTAGRAM_PROFILE;1000;0;0;0;5953.86;100275;69479;3556;0;0;0;3;34567
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Medikal Estetik / Plastik Cerrahi;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Instagram gönderisi: 👃 Rinoplasti Ameliyatı...;​120255739163090399;ACTIVE;Instagram gönderisi: 👃 Rinoplasti Ameliyatı...;​120255739163830399;ACTIVE;VISIT_INSTAGRAM_PROFILE;1000;0;0;0;3977.04;69994;56830;2022;0;0;0;1;24255
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Medikal Estetik / Plastik Cerrahi;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Instagram gönderisi: Medikal estetik alanındaki...;​120252323141170399;ACTIVE;Instagram gönderisi: Medikal estetik alanındaki...;​120252323142470399;ACTIVE;VISIT_INSTAGRAM_PROFILE;500;0;0;0;10694.54;177959;94209;2661;0;0;0;3;49042
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Medikal Estetik / Plastik Cerrahi;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Instagram gönderisi: Medikal estetik alanındaki...;​120252323141170399;ACTIVE;Instagram gönderisi: Medikal estetik alanındaki...;​120252323142470399;ACTIVE;VISIT_INSTAGRAM_PROFILE;500;0;0;0;2253.4;37754;30185;549;0;0;0;1;10073
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Onkoloji;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Instagram gönderisi: 🎗️ Kanser Tanısı Fizik...;​120255739336980399;ACTIVE;Instagram gönderisi: 🎗️ Kanser Tanısı Fizik...;​120255739337190399;ACTIVE;VISIT_INSTAGRAM_PROFILE;1000;0;0;0;4298.33;39128;29951;662;0;0;0;5;12029
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Onkoloji;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Instagram gönderisi: 🎗️ Kanser Tanısı Fizik...;​120255739336980399;ACTIVE;Instagram gönderisi: 🎗️ Kanser Tanısı Fizik...;​120255739337190399;ACTIVE;VISIT_INSTAGRAM_PROFILE;1000;0;0;0;0;0;0;0;0;0;0;0;0
Temmuz 2026;Yerli;Türkçe;Lead;Check-up;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Checkup - genel - lead;​120220089108220399;ACTIVE;erkek-checkup-dinamik;​120236672077380399;ACTIVE;QUALITY_LEAD;0;0;500;0;10954.37;106368;41306;912;38;0;38;38;12928
Ağustos 2026;Yerli;Türkçe;Lead;Check-up;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Checkup - genel - lead;​120220089108220399;ACTIVE;erkek-checkup-dinamik;​120236672077380399;ACTIVE;QUALITY_LEAD;0;0;500;0;2319.52;18509;11864;171;7;0;7;6;2839
Temmuz 2026;Yerli;Türkçe;Lead;Check-up;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Checkup - genel - lead;​120220089108220399;ACTIVE;kadın-checkup-dinamik;​120236678758120399;ACTIVE;QUALITY_LEAD;0;0;500;0;10578.22;75590;32454;680;23;0;23;22;9834
Ağustos 2026;Yerli;Türkçe;Lead;Check-up;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Checkup - genel - lead;​120220089108220399;ACTIVE;kadın-checkup-dinamik;​120236678758120399;ACTIVE;QUALITY_LEAD;0;0;500;0;2310.76;17655;11220;112;6;0;6;3;1992
Temmuz 2026;Yerli;Türkçe;Lead;Check-up;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Prostat Checkup - lead;​120251414264130399;ACTIVE;genel set;​120251414264220399;ACTIVE;LEAD_GENERATION;0;0;500;0;11901.29;185864;54308;4380;81;0;81;79;7776
Ağustos 2026;Yerli;Türkçe;Lead;Check-up;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Prostat Checkup - lead;​120251414264130399;ACTIVE;genel set;​120251414264220399;ACTIVE;LEAD_GENERATION;0;0;500;0;2634.22;33754;22739;889;24;0;24;24;1250
Temmuz 2026;Yerli;Türkçe;Lead;Diğer / Sınıflandırılacak;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Baş Dönmesi ve Denge Ünitesi / lead;​120214167265870399;ACTIVE;broad;​120214167266120399;ACTIVE;QUALITY_LEAD;0;0;350;0;8115.76;159572;64491;2083;68;0;68;62;13932
Ağustos 2026;Yerli;Türkçe;Lead;Diğer / Sınıflandırılacak;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Baş Dönmesi ve Denge Ünitesi / lead;​120214167265870399;ACTIVE;broad;​120214167266120399;ACTIVE;QUALITY_LEAD;0;0;350;0;1664.84;30168;20715;403;11;0;11;11;2941
Temmuz 2026;Yerli;Türkçe;Lead;Doğum Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Gebe-Doğum Form Kampanyası;​120242415465180399;ACTIVE;Doğum Kreatifleri;​120242460508720399;ACTIVE;LEAD_GENERATION;0;0;3000;0;69158.28;831819;147310;4129;181;0;181;15;0
Ağustos 2026;Yerli;Türkçe;Lead;Doğum Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Gebe-Doğum Form Kampanyası;​120242415465180399;ACTIVE;Doğum Kreatifleri;​120242460508720399;ACTIVE;LEAD_GENERATION;0;0;3000;0;17077.27;127311;77878;1018;70;0;70;1;0
Temmuz 2026;Yerli;Türkçe;Lead;Doğum Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Gebe-Doğum Form Kampanyası;​120242415465180399;ACTIVE;Gebe Okulu;​120242415465170399;ACTIVE;LEAD_GENERATION;0;0;1500;0;35465.82;408373;52576;1990;116;0;116;22;21097
Ağustos 2026;Yerli;Türkçe;Lead;Doğum Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Gebe-Doğum Form Kampanyası;​120242415465180399;ACTIVE;Gebe Okulu;​120242415465170399;ACTIVE;LEAD_GENERATION;0;0;1500;0;7777.25;88722;33642;446;32;0;32;1;5001
Temmuz 2026;Yerli;Türkçe;Lead;Doğum Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Gebe-Doğum Form Kampanyası;​120242415465180399;ACTIVE;Oda Süsleme;​120242460981670399;ACTIVE;LEAD_GENERATION;0;0;2500;0;55506.46;1039237;325731;4284;172;0;172;29;54089
Ağustos 2026;Yerli;Türkçe;Lead;Doğum Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Gebe-Doğum Form Kampanyası;​120242415465180399;ACTIVE;Oda Süsleme;​120242460981670399;ACTIVE;LEAD_GENERATION;0;0;2500;0;11382.51;211526;111787;876;42;0;42;6;11347
Temmuz 2026;Yerli;Türkçe;Lead;Fizik Tedavi / Rehabilitasyon;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;FTR Yatılı - lead;​120246476228800399;ACTIVE;FTR Yatılı - lead - android;​120246527191810399;ACTIVE;LEAD_GENERATION;0;0;1000;0;21946.67;293609;152859;2142;24;0;24;4;49264
Ağustos 2026;Yerli;Türkçe;Lead;Fizik Tedavi / Rehabilitasyon;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;FTR Yatılı - lead;​120246476228800399;ACTIVE;FTR Yatılı - lead - android;​120246527191810399;ACTIVE;LEAD_GENERATION;0;0;1000;0;5253.35;71385;53941;473;6;0;6;1;9916
Temmuz 2026;Yerli;Türkçe;Lead;Fizik Tedavi / Rehabilitasyon;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;FTR Yatılı - lead;​120246476228800399;ACTIVE;FTR Yatılı - lead - ios;​120246527115490399;ACTIVE;LEAD_GENERATION;0;0;3000;0;68722.53;940449;523780;6113;115;0;115;25;158961
